#,"Register Name","Register Address","Field Name","Field Bit Position","Default Value",Property,"No Test","Read Data",Result
REGISTER,reg642,0x00001410,,,,,,,
FIELD,,,reg642_f1,[31:30],1'b1,RO,,,
FIELD,,,reg642_f2,[29:15],0,,,,
FIELD,,,reg642_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg643,0x00001418,,,,,,,
FIELD,,,reg643_f1,[31:16],1'b1,,,,
FIELD,,,reg643_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg644,0x00001420,,,,,,,
FIELD,,,reg644_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg645,0x00001428,,,,,,,
FIELD,,,reg645_f1,31,0,,,,
FIELD,,,reg645_f2,[28:26],2,,,,
FIELD,,,reg645_f3,[25:19],83,,,,
FIELD,,,reg645_f4,[18:6],3072,,,,
FIELD,,,reg645_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg646,0x00001430,,,,,,,
FIELD,,,reg646_f1,31,0,,,,
FIELD,,,reg646_f2,30,1,,,,
FIELD,,,reg646_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg647,0x00001438,,,,,,,
FIELD,,,reg647_f1,[31:24],0,WO,,,
FIELD,,,reg647_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg648,0x00001440,,,,,,,
FIELD,,,reg648_f1,[31:22],0,,,,
FIELD,,,reg648_f2,[21:12],0,,,,
FIELD,,,reg648_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg649,0x00001448,,,,,,,
FIELD,,,reg649_f1,31,1,,,,
FIELD,,,reg649_f2,30,1,,,,
FIELD,,,reg649_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg650,0x00001450,,,,,,,
FIELD,,,reg650_f1,[31:30],2'b0,RO,,,
FIELD,,,reg650_f2,29,1,RO,,,
FIELD,,,reg650_f3,28,1,RO,,,
FIELD,,,reg650_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg651,0x00001458,,,,,,,
FIELD,,,reg651_f1,[31:28],4'b0,,,,
FIELD,,,reg651_f2,27,1'b0,,,,
FIELD,,,reg651_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg652,0x00001460,,,,,,,
FIELD,,,reg652_f1,[31:30],1'b1,RO,,,
FIELD,,,reg652_f2,[29:15],0,,,,
FIELD,,,reg652_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg653,0x00001468,,,,,,,
FIELD,,,reg653_f1,[31:16],1'b1,,,,
FIELD,,,reg653_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg654,0x00001470,,,,,,,
FIELD,,,reg654_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg655,0x00001478,,,,,,,
FIELD,,,reg655_f1,31,0,,,,
FIELD,,,reg655_f2,[28:26],2,,,,
FIELD,,,reg655_f3,[25:19],83,,,,
FIELD,,,reg655_f4,[18:6],3072,,,,
FIELD,,,reg655_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg656,0x00001480,,,,,,,
FIELD,,,reg656_f1,31,0,,,,
FIELD,,,reg656_f2,30,1,,,,
FIELD,,,reg656_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg657,0x00001488,,,,,,,
FIELD,,,reg657_f1,[31:24],0,WO,,,
FIELD,,,reg657_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg658,0x00001490,,,,,,,
FIELD,,,reg658_f1,[31:22],0,,,,
FIELD,,,reg658_f2,[21:12],0,,,,
FIELD,,,reg658_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg659,0x00001498,,,,,,,
FIELD,,,reg659_f1,31,1,,,,
FIELD,,,reg659_f2,30,1,,,,
FIELD,,,reg659_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg660,0x000014a0,,,,,,,
FIELD,,,reg660_f1,[31:30],2'b0,RO,,,
FIELD,,,reg660_f2,29,1,RO,,,
FIELD,,,reg660_f3,28,1,RO,,,
FIELD,,,reg660_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg661,0x000014a8,,,,,,,
FIELD,,,reg661_f1,[31:28],4'b0,,,,
FIELD,,,reg661_f2,27,1'b0,,,,
FIELD,,,reg661_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg662,0x000014b0,,,,,,,
FIELD,,,reg662_f1,[31:30],1'b1,RO,,,
FIELD,,,reg662_f2,[29:15],0,,,,
FIELD,,,reg662_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg663,0x000014b8,,,,,,,
FIELD,,,reg663_f1,[31:16],1'b1,,,,
FIELD,,,reg663_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg664,0x000014c0,,,,,,,
FIELD,,,reg664_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg665,0x000014c8,,,,,,,
FIELD,,,reg665_f1,31,0,,,,
FIELD,,,reg665_f2,[28:26],2,,,,
FIELD,,,reg665_f3,[25:19],83,,,,
FIELD,,,reg665_f4,[18:6],3072,,,,
FIELD,,,reg665_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg666,0x000014d0,,,,,,,
FIELD,,,reg666_f1,31,0,,,,
FIELD,,,reg666_f2,30,1,,,,
FIELD,,,reg666_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg667,0x000014d8,,,,,,,
FIELD,,,reg667_f1,[31:24],0,WO,,,
FIELD,,,reg667_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg668,0x000014e0,,,,,,,
FIELD,,,reg668_f1,[31:22],0,,,,
FIELD,,,reg668_f2,[21:12],0,,,,
FIELD,,,reg668_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg669,0x000014e8,,,,,,,
FIELD,,,reg669_f1,31,1,,,,
FIELD,,,reg669_f2,30,1,,,,
FIELD,,,reg669_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg670,0x000014f0,,,,,,,
FIELD,,,reg670_f1,[31:30],2'b0,RO,,,
FIELD,,,reg670_f2,29,1,RO,,,
FIELD,,,reg670_f3,28,1,RO,,,
FIELD,,,reg670_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg671,0x000014f8,,,,,,,
FIELD,,,reg671_f1,[31:28],4'b0,,,,
FIELD,,,reg671_f2,27,1'b0,,,,
FIELD,,,reg671_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg672,0x00001500,,,,,,,
FIELD,,,reg672_f1,[31:30],1'b1,RO,,,
FIELD,,,reg672_f2,[29:15],0,,,,
FIELD,,,reg672_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg673,0x00001508,,,,,,,
FIELD,,,reg673_f1,[31:16],1'b1,,,,
FIELD,,,reg673_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg674,0x00001510,,,,,,,
FIELD,,,reg674_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg675,0x00001518,,,,,,,
FIELD,,,reg675_f1,31,0,,,,
FIELD,,,reg675_f2,[28:26],2,,,,
FIELD,,,reg675_f3,[25:19],83,,,,
FIELD,,,reg675_f4,[18:6],3072,,,,
FIELD,,,reg675_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg676,0x00001520,,,,,,,
FIELD,,,reg676_f1,31,0,,,,
FIELD,,,reg676_f2,30,1,,,,
FIELD,,,reg676_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg677,0x00001528,,,,,,,
FIELD,,,reg677_f1,[31:24],0,WO,,,
FIELD,,,reg677_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg678,0x00001530,,,,,,,
FIELD,,,reg678_f1,[31:22],0,,,,
FIELD,,,reg678_f2,[21:12],0,,,,
FIELD,,,reg678_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg679,0x00001538,,,,,,,
FIELD,,,reg679_f1,31,1,,,,
FIELD,,,reg679_f2,30,1,,,,
FIELD,,,reg679_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg680,0x00001540,,,,,,,
FIELD,,,reg680_f1,[31:30],2'b0,RO,,,
FIELD,,,reg680_f2,29,1,RO,,,
FIELD,,,reg680_f3,28,1,RO,,,
FIELD,,,reg680_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg681,0x00001548,,,,,,,
FIELD,,,reg681_f1,[31:28],4'b0,,,,
FIELD,,,reg681_f2,27,1'b0,,,,
FIELD,,,reg681_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg682,0x00001550,,,,,,,
FIELD,,,reg682_f1,[31:30],1'b1,RO,,,
FIELD,,,reg682_f2,[29:15],0,,,,
FIELD,,,reg682_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg683,0x00001558,,,,,,,
FIELD,,,reg683_f1,[31:16],1'b1,,,,
FIELD,,,reg683_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg684,0x00001560,,,,,,,
FIELD,,,reg684_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg685,0x00001568,,,,,,,
FIELD,,,reg685_f1,31,0,,,,
FIELD,,,reg685_f2,[28:26],2,,,,
FIELD,,,reg685_f3,[25:19],83,,,,
FIELD,,,reg685_f4,[18:6],3072,,,,
FIELD,,,reg685_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg686,0x00001570,,,,,,,
FIELD,,,reg686_f1,31,0,,,,
FIELD,,,reg686_f2,30,1,,,,
FIELD,,,reg686_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg687,0x00001578,,,,,,,
FIELD,,,reg687_f1,[31:24],0,WO,,,
FIELD,,,reg687_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg688,0x00001580,,,,,,,
FIELD,,,reg688_f1,[31:22],0,,,,
FIELD,,,reg688_f2,[21:12],0,,,,
FIELD,,,reg688_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg689,0x00001588,,,,,,,
FIELD,,,reg689_f1,31,1,,,,
FIELD,,,reg689_f2,30,1,,,,
FIELD,,,reg689_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg690,0x00001590,,,,,,,
FIELD,,,reg690_f1,[31:30],2'b0,RO,,,
FIELD,,,reg690_f2,29,1,RO,,,
FIELD,,,reg690_f3,28,1,RO,,,
FIELD,,,reg690_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg691,0x00001598,,,,,,,
FIELD,,,reg691_f1,[31:28],4'b0,,,,
FIELD,,,reg691_f2,27,1'b0,,,,
FIELD,,,reg691_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg692,0x000015a0,,,,,,,
FIELD,,,reg692_f1,[31:30],1'b1,RO,,,
FIELD,,,reg692_f2,[29:15],0,,,,
FIELD,,,reg692_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg693,0x000015a8,,,,,,,
FIELD,,,reg693_f1,[31:16],1'b1,,,,
FIELD,,,reg693_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg694,0x000015b0,,,,,,,
FIELD,,,reg694_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg695,0x000015b8,,,,,,,
FIELD,,,reg695_f1,31,0,,,,
FIELD,,,reg695_f2,[28:26],2,,,,
FIELD,,,reg695_f3,[25:19],83,,,,
FIELD,,,reg695_f4,[18:6],3072,,,,
FIELD,,,reg695_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg696,0x000015c0,,,,,,,
FIELD,,,reg696_f1,31,0,,,,
FIELD,,,reg696_f2,30,1,,,,
FIELD,,,reg696_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg697,0x000015c8,,,,,,,
FIELD,,,reg697_f1,[31:24],0,WO,,,
FIELD,,,reg697_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg698,0x000015d0,,,,,,,
FIELD,,,reg698_f1,[31:22],0,,,,
FIELD,,,reg698_f2,[21:12],0,,,,
FIELD,,,reg698_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg699,0x000015d8,,,,,,,
FIELD,,,reg699_f1,31,1,,,,
FIELD,,,reg699_f2,30,1,,,,
FIELD,,,reg699_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg700,0x000015e0,,,,,,,
FIELD,,,reg700_f1,[31:30],2'b0,RO,,,
FIELD,,,reg700_f2,29,1,RO,,,
FIELD,,,reg700_f3,28,1,RO,,,
FIELD,,,reg700_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg701,0x000015e8,,,,,,,
FIELD,,,reg701_f1,[31:28],4'b0,,,,
FIELD,,,reg701_f2,27,1'b0,,,,
FIELD,,,reg701_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg702,0x000015f0,,,,,,,
FIELD,,,reg702_f1,[31:30],1'b1,RO,,,
FIELD,,,reg702_f2,[29:15],0,,,,
FIELD,,,reg702_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg703,0x000015f8,,,,,,,
FIELD,,,reg703_f1,[31:16],1'b1,,,,
FIELD,,,reg703_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg704,0x00001600,,,,,,,
FIELD,,,reg704_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg705,0x00001608,,,,,,,
FIELD,,,reg705_f1,31,0,,,,
FIELD,,,reg705_f2,[28:26],2,,,,
FIELD,,,reg705_f3,[25:19],83,,,,
FIELD,,,reg705_f4,[18:6],3072,,,,
FIELD,,,reg705_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg706,0x00001610,,,,,,,
FIELD,,,reg706_f1,31,0,,,,
FIELD,,,reg706_f2,30,1,,,,
FIELD,,,reg706_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg707,0x00001618,,,,,,,
FIELD,,,reg707_f1,[31:24],0,WO,,,
FIELD,,,reg707_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg708,0x00001620,,,,,,,
FIELD,,,reg708_f1,[31:22],0,,,,
FIELD,,,reg708_f2,[21:12],0,,,,
FIELD,,,reg708_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg709,0x00001628,,,,,,,
FIELD,,,reg709_f1,31,1,,,,
FIELD,,,reg709_f2,30,1,,,,
FIELD,,,reg709_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg710,0x00001630,,,,,,,
FIELD,,,reg710_f1,[31:30],2'b0,RO,,,
FIELD,,,reg710_f2,29,1,RO,,,
FIELD,,,reg710_f3,28,1,RO,,,
FIELD,,,reg710_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg711,0x00001638,,,,,,,
FIELD,,,reg711_f1,[31:28],4'b0,,,,
FIELD,,,reg711_f2,27,1'b0,,,,
FIELD,,,reg711_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg712,0x00001640,,,,,,,
FIELD,,,reg712_f1,[31:30],1'b1,RO,,,
FIELD,,,reg712_f2,[29:15],0,,,,
FIELD,,,reg712_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg713,0x00001648,,,,,,,
FIELD,,,reg713_f1,[31:16],1'b1,,,,
FIELD,,,reg713_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg714,0x00001650,,,,,,,
FIELD,,,reg714_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg715,0x00001658,,,,,,,
FIELD,,,reg715_f1,31,0,,,,
FIELD,,,reg715_f2,[28:26],2,,,,
FIELD,,,reg715_f3,[25:19],83,,,,
FIELD,,,reg715_f4,[18:6],3072,,,,
FIELD,,,reg715_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg716,0x00001660,,,,,,,
FIELD,,,reg716_f1,31,0,,,,
FIELD,,,reg716_f2,30,1,,,,
FIELD,,,reg716_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg717,0x00001668,,,,,,,
FIELD,,,reg717_f1,[31:24],0,WO,,,
FIELD,,,reg717_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg718,0x00001670,,,,,,,
FIELD,,,reg718_f1,[31:22],0,,,,
FIELD,,,reg718_f2,[21:12],0,,,,
FIELD,,,reg718_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg719,0x00001678,,,,,,,
FIELD,,,reg719_f1,31,1,,,,
FIELD,,,reg719_f2,30,1,,,,
FIELD,,,reg719_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg720,0x00001680,,,,,,,
FIELD,,,reg720_f1,[31:30],2'b0,RO,,,
FIELD,,,reg720_f2,29,1,RO,,,
FIELD,,,reg720_f3,28,1,RO,,,
FIELD,,,reg720_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg721,0x00001688,,,,,,,
FIELD,,,reg721_f1,[31:28],4'b0,,,,
FIELD,,,reg721_f2,27,1'b0,,,,
FIELD,,,reg721_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg722,0x00001690,,,,,,,
FIELD,,,reg722_f1,[31:30],1'b1,RO,,,
FIELD,,,reg722_f2,[29:15],0,,,,
FIELD,,,reg722_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg723,0x00001698,,,,,,,
FIELD,,,reg723_f1,[31:16],1'b1,,,,
FIELD,,,reg723_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg724,0x000016a0,,,,,,,
FIELD,,,reg724_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg725,0x000016a8,,,,,,,
FIELD,,,reg725_f1,31,0,,,,
FIELD,,,reg725_f2,[28:26],2,,,,
FIELD,,,reg725_f3,[25:19],83,,,,
FIELD,,,reg725_f4,[18:6],3072,,,,
FIELD,,,reg725_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg726,0x000016b0,,,,,,,
FIELD,,,reg726_f1,31,0,,,,
FIELD,,,reg726_f2,30,1,,,,
FIELD,,,reg726_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg727,0x000016b8,,,,,,,
FIELD,,,reg727_f1,[31:24],0,WO,,,
FIELD,,,reg727_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg728,0x000016c0,,,,,,,
FIELD,,,reg728_f1,[31:22],0,,,,
FIELD,,,reg728_f2,[21:12],0,,,,
FIELD,,,reg728_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg729,0x000016c8,,,,,,,
FIELD,,,reg729_f1,31,1,,,,
FIELD,,,reg729_f2,30,1,,,,
FIELD,,,reg729_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg730,0x000016d0,,,,,,,
FIELD,,,reg730_f1,[31:30],2'b0,RO,,,
FIELD,,,reg730_f2,29,1,RO,,,
FIELD,,,reg730_f3,28,1,RO,,,
FIELD,,,reg730_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg731,0x000016d8,,,,,,,
FIELD,,,reg731_f1,[31:28],4'b0,,,,
FIELD,,,reg731_f2,27,1'b0,,,,
FIELD,,,reg731_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg732,0x000016e0,,,,,,,
FIELD,,,reg732_f1,[31:30],1'b1,RO,,,
FIELD,,,reg732_f2,[29:15],0,,,,
FIELD,,,reg732_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg733,0x000016e8,,,,,,,
FIELD,,,reg733_f1,[31:16],1'b1,,,,
FIELD,,,reg733_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg734,0x000016f0,,,,,,,
FIELD,,,reg734_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg735,0x000016f8,,,,,,,
FIELD,,,reg735_f1,31,0,,,,
FIELD,,,reg735_f2,[28:26],2,,,,
FIELD,,,reg735_f3,[25:19],83,,,,
FIELD,,,reg735_f4,[18:6],3072,,,,
FIELD,,,reg735_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg736,0x00001700,,,,,,,
FIELD,,,reg736_f1,31,0,,,,
FIELD,,,reg736_f2,30,1,,,,
FIELD,,,reg736_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg737,0x00001708,,,,,,,
FIELD,,,reg737_f1,[31:24],0,WO,,,
FIELD,,,reg737_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg738,0x00001710,,,,,,,
FIELD,,,reg738_f1,[31:22],0,,,,
FIELD,,,reg738_f2,[21:12],0,,,,
FIELD,,,reg738_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg739,0x00001718,,,,,,,
FIELD,,,reg739_f1,31,1,,,,
FIELD,,,reg739_f2,30,1,,,,
FIELD,,,reg739_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg740,0x00001720,,,,,,,
FIELD,,,reg740_f1,[31:30],2'b0,RO,,,
FIELD,,,reg740_f2,29,1,RO,,,
FIELD,,,reg740_f3,28,1,RO,,,
FIELD,,,reg740_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg741,0x00001728,,,,,,,
FIELD,,,reg741_f1,[31:28],4'b0,,,,
FIELD,,,reg741_f2,27,1'b0,,,,
FIELD,,,reg741_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg742,0x00001730,,,,,,,
FIELD,,,reg742_f1,[31:30],1'b1,RO,,,
FIELD,,,reg742_f2,[29:15],0,,,,
FIELD,,,reg742_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg743,0x00001738,,,,,,,
FIELD,,,reg743_f1,[31:16],1'b1,,,,
FIELD,,,reg743_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg744,0x00001740,,,,,,,
FIELD,,,reg744_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg745,0x00001748,,,,,,,
FIELD,,,reg745_f1,31,0,,,,
FIELD,,,reg745_f2,[28:26],2,,,,
FIELD,,,reg745_f3,[25:19],83,,,,
FIELD,,,reg745_f4,[18:6],3072,,,,
FIELD,,,reg745_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg746,0x00001750,,,,,,,
FIELD,,,reg746_f1,31,0,,,,
FIELD,,,reg746_f2,30,1,,,,
FIELD,,,reg746_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg747,0x00001758,,,,,,,
FIELD,,,reg747_f1,[31:24],0,WO,,,
FIELD,,,reg747_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg748,0x00001760,,,,,,,
FIELD,,,reg748_f1,[31:22],0,,,,
FIELD,,,reg748_f2,[21:12],0,,,,
FIELD,,,reg748_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg749,0x00001768,,,,,,,
FIELD,,,reg749_f1,31,1,,,,
FIELD,,,reg749_f2,30,1,,,,
FIELD,,,reg749_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg750,0x00001770,,,,,,,
FIELD,,,reg750_f1,[31:30],2'b0,RO,,,
FIELD,,,reg750_f2,29,1,RO,,,
FIELD,,,reg750_f3,28,1,RO,,,
FIELD,,,reg750_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg751,0x00001778,,,,,,,
FIELD,,,reg751_f1,[31:28],4'b0,,,,
FIELD,,,reg751_f2,27,1'b0,,,,
FIELD,,,reg751_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg752,0x00001780,,,,,,,
FIELD,,,reg752_f1,[31:30],1'b1,RO,,,
FIELD,,,reg752_f2,[29:15],0,,,,
FIELD,,,reg752_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg753,0x00001788,,,,,,,
FIELD,,,reg753_f1,[31:16],1'b1,,,,
FIELD,,,reg753_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg754,0x00001790,,,,,,,
FIELD,,,reg754_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg755,0x00001798,,,,,,,
FIELD,,,reg755_f1,31,0,,,,
FIELD,,,reg755_f2,[28:26],2,,,,
FIELD,,,reg755_f3,[25:19],83,,,,
FIELD,,,reg755_f4,[18:6],3072,,,,
FIELD,,,reg755_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg756,0x000017a0,,,,,,,
FIELD,,,reg756_f1,31,0,,,,
FIELD,,,reg756_f2,30,1,,,,
FIELD,,,reg756_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg757,0x000017a8,,,,,,,
FIELD,,,reg757_f1,[31:24],0,WO,,,
FIELD,,,reg757_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg758,0x000017b0,,,,,,,
FIELD,,,reg758_f1,[31:22],0,,,,
FIELD,,,reg758_f2,[21:12],0,,,,
FIELD,,,reg758_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg759,0x000017b8,,,,,,,
FIELD,,,reg759_f1,31,1,,,,
FIELD,,,reg759_f2,30,1,,,,
FIELD,,,reg759_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg760,0x000017c0,,,,,,,
FIELD,,,reg760_f1,[31:30],2'b0,RO,,,
FIELD,,,reg760_f2,29,1,RO,,,
FIELD,,,reg760_f3,28,1,RO,,,
FIELD,,,reg760_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg761,0x000017c8,,,,,,,
FIELD,,,reg761_f1,[31:28],4'b0,,,,
FIELD,,,reg761_f2,27,1'b0,,,,
FIELD,,,reg761_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg762,0x000017d0,,,,,,,
FIELD,,,reg762_f1,[31:30],1'b1,RO,,,
FIELD,,,reg762_f2,[29:15],0,,,,
FIELD,,,reg762_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg763,0x000017d8,,,,,,,
FIELD,,,reg763_f1,[31:16],1'b1,,,,
FIELD,,,reg763_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg764,0x000017e0,,,,,,,
FIELD,,,reg764_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg765,0x000017e8,,,,,,,
FIELD,,,reg765_f1,31,0,,,,
FIELD,,,reg765_f2,[28:26],2,,,,
FIELD,,,reg765_f3,[25:19],83,,,,
FIELD,,,reg765_f4,[18:6],3072,,,,
FIELD,,,reg765_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg766,0x000017f0,,,,,,,
FIELD,,,reg766_f1,31,0,,,,
FIELD,,,reg766_f2,30,1,,,,
FIELD,,,reg766_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg767,0x000017f8,,,,,,,
FIELD,,,reg767_f1,[31:24],0,WO,,,
FIELD,,,reg767_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg768,0x00001800,,,,,,,
FIELD,,,reg768_f1,[31:22],0,,,,
FIELD,,,reg768_f2,[21:12],0,,,,
FIELD,,,reg768_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg769,0x00001808,,,,,,,
FIELD,,,reg769_f1,31,1,,,,
FIELD,,,reg769_f2,30,1,,,,
FIELD,,,reg769_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg770,0x00001810,,,,,,,
FIELD,,,reg770_f1,[31:30],2'b0,RO,,,
FIELD,,,reg770_f2,29,1,RO,,,
FIELD,,,reg770_f3,28,1,RO,,,
FIELD,,,reg770_f4,[27:0],28'b0,,,,
#,,,,,,,,,
